EMAP ID	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
EMAP:13923	TS25 L6 vertebra	EMAPA:19574	L6 vertebra
EMAP:13924	TS25 sacral intervertebral disc	EMAPA:19575	sacral intervertebral disc
EMAP:13925	TS25 S1 intervertebral disc	EMAPA:19576	S1 intervertebral disc
EMAP:13926	TS25 S1 nucleus pulposus	EMAPA:19577	S1 nucleus pulposus
EMAP:13927	TS25 S1 annulus fibrosus	EMAPA:19578	S1 annulus fibrosus
EMAP:13928	TS25 S2 intervertebral disc	EMAPA:19579	S2 intervertebral disc
EMAP:13929	TS25 S2 nucleus pulposus	EMAPA:19580	S2 nucleus pulposus
EMAP:13930	TS25 S2 annulus fibrosus	EMAPA:19581	S2 annulus fibrosus
EMAP:13931	TS25 S3 intervertebral disc	EMAPA:19582	S3 intervertebral disc
EMAP:13932	TS25 S3 nucleus pulposus	EMAPA:19583	S3 nucleus pulposus
EMAP:13933	TS25 S3 annulus fibrosus	EMAPA:19584	S3 annulus fibrosus
EMAP:13934	TS25 S4 intervertebral disc	EMAPA:19585	S4 intervertebral disc
EMAP:13935	TS25 S4 nucleus pulposus	EMAPA:19586	S4 nucleus pulposus
EMAP:13936	TS25 S4 annulus fibrosus	EMAPA:19587	S4 annulus fibrosus
EMAP:13937	TS25 S1 vertebra	EMAPA:19588	S1 vertebra
EMAP:13938	TS25 S2 vertebra	EMAPA:19589	S2 vertebra
EMAP:13939	TS25 S3 vertebra	EMAPA:19590	S3 vertebra
EMAP:13940	TS25 S4 vertebra	EMAPA:19591	S4 vertebra
EMAP:13941	TS25 tail intervertebral disc	EMAPA:19592	tail intervertebral disc
EMAP:13942	TS25 Tl1 intervertebral disc	EMAPA:19593	Tl1 intervertebral disc
EMAP:13943	TS25 Tl1 nucleus pulposus	EMAPA:19594	Tl1 nucleus pulposus
EMAP:13944	TS25 Tl1 annulus fibrosus	EMAPA:19595	Tl1 annulus fibrosus
EMAP:13945	TS25 Tl2 intervertebral disc	EMAPA:19596	Tl2 intervertebral disc
EMAP:13946	TS25 Tl2 nucleus pulposus	EMAPA:19597	Tl2 nucleus pulposus
EMAP:13947	TS25 Tl2 annulus fibrosus	EMAPA:19598	Tl2 annulus fibrosus
EMAP:13948	TS25 Tl3 intervertebral disc	EMAPA:19599	Tl3 intervertebral disc
EMAP:13949	TS25 Tl3 nucleus pulposus	EMAPA:19600	Tl3 nucleus pulposus
EMAP:13950	TS25 Tl3 annulus fibrosus	EMAPA:19601	Tl3 annulus fibrosus
EMAP:13951	TS25 Tl4 intervertebral disc	EMAPA:19617	Tl4 intervertebral disc
EMAP:13952	TS25 Tl4 nucleus pulposus	EMAPA:19618	Tl4 nucleus pulposus
EMAP:13953	TS25 Tl4 annulus fibrosus	EMAPA:19619	Tl4 annulus fibrosus
EMAP:13954	TS25 Tl5 intervertebral disc	EMAPA:19620	Tl5 intervertebral disc
EMAP:13955	TS25 Tl5 nucleus pulposus	EMAPA:19621	Tl5 nucleus pulposus
EMAP:13956	TS25 Tl5 annulus fibrosus	EMAPA:19622	Tl5 annulus fibrosus
EMAP:13957	TS25 Tl6 intervertebral disc	EMAPA:19623	Tl6 intervertebral disc
EMAP:13958	TS25 Tl6 nucleus pulposus	EMAPA:19624	Tl6 nucleus pulposus
EMAP:13959	TS25 Tl6 annulus fibrosus	EMAPA:19625	Tl6 annulus fibrosus
EMAP:13960	TS25 Tl7 intervertebral disc	EMAPA:19626	Tl7 intervertebral disc
EMAP:13961	TS25 Tl7 nucleus pulposus	EMAPA:19627	Tl7 nucleus pulposus
EMAP:13962	TS25 Tl7 annulus fibrosus	EMAPA:19628	Tl7 annulus fibrosus
EMAP:13963	TS25 Tl8 intervertebral disc	EMAPA:19629	Tl8 intervertebral disc
EMAP:13964	TS25 Tl8 nucleus pulposus	EMAPA:19630	Tl8 nucleus pulposus
EMAP:13965	TS25 Tl8 annulus fibrosus	EMAPA:19631	Tl8 annulus fibrosus
EMAP:13966	TS25 Tl9 intervertebral disc	EMAPA:19632	Tl9 intervertebral disc
EMAP:13967	TS25 Tl9 nucleus pulposus	EMAPA:19633	Tl9 nucleus pulposus
EMAP:13968	TS25 Tl9 annulus fibrosus	EMAPA:19634	Tl9 annulus fibrosus
EMAP:13969	TS25 Tl10 intervertebral disc	EMAPA:19635	Tl10 intervertebral disc
EMAP:13970	TS25 Tl10 nucleus pulposus	EMAPA:19636	Tl10 nucleus pulposus
EMAP:13971	TS25 Tl10 annulus fibrosus	EMAPA:19637	Tl10 annulus fibrosus
EMAP:13972	TS25 Tl11 intervertebral disc	EMAPA:19638	Tl11 intervertebral disc
EMAP:13973	TS25 Tl11 nucleus pulposus	EMAPA:19639	Tl11 nucleus pulposus
EMAP:13974	TS25 Tl11 annulus fibrosus	EMAPA:19640	Tl11 annulus fibrosus
EMAP:13975	TS25 Tl1 vertebra	EMAPA:19602	Tl1 vertebra
EMAP:13976	TS25 Tl2 vertebra	EMAPA:19603	Tl2 vertebra
EMAP:13977	TS25 Tl3 vertebra	EMAPA:19604	Tl3 vertebra
EMAP:13978	TS25 Tl4 vertebra	EMAPA:19641	Tl4 vertebra
EMAP:13979	TS25 Tl5 vertebra	EMAPA:19642	Tl5 vertebra
EMAP:13980	TS25 Tl6 vertebra	EMAPA:19643	Tl6 vertebra
EMAP:13981	TS25 Tl7 vertebra	EMAPA:19644	Tl7 vertebra
EMAP:13982	TS25 Tl8 vertebra	EMAPA:19645	Tl8 vertebra
EMAP:13983	TS25 Tl9 vertebra	EMAPA:19646	Tl9 vertebra
EMAP:13984	TS25 Tl10 vertebra	EMAPA:19647	Tl10 vertebra
EMAP:13985	TS25 Tl11 vertebra	EMAPA:19648	Tl11 vertebra
EMAP:13986	TS25 tail vertebral cartilage condensation	EMAPA:18044	tail vertebral cartilage condensation
EMAP:13987	TS25 Tl12 vertebral cartilage condensation	EMAPA:19473	Tl12 vertebral cartilage condensation
EMAP:13988	TS25 Tl13 vertebral cartilage condensation	EMAPA:19474	Tl13 vertebral cartilage condensation
EMAP:13989	TS25 Tl14 vertebral cartilage condensation	EMAPA:19475	Tl14 vertebral cartilage condensation
EMAP:13990	TS25 Tl15 vertebral cartilage condensation	EMAPA:19476	Tl15 vertebral cartilage condensation
EMAP:13991	TS25 Tl16 vertebral cartilage condensation	EMAPA:19477	Tl16 vertebral cartilage condensation
EMAP:13992	TS25 Tl17 vertebral cartilage condensation	EMAPA:19478	Tl17 vertebral cartilage condensation
EMAP:13993	TS25 Tl18 vertebral cartilage condensation	EMAPA:19479	Tl18 vertebral cartilage condensation
EMAP:13994	TS25 Tl19 vertebral cartilage condensation	EMAPA:19480	Tl19 vertebral cartilage condensation
EMAP:13995	TS25 Tl20 vertebral cartilage condensation	EMAPA:19605	Tl20 vertebral cartilage condensation
EMAP:13996	TS25 Tl21 vertebral cartilage condensation	EMAPA:19606	Tl21 vertebral cartilage condensation
EMAP:13997	TS25 Tl22 vertebral cartilage condensation	EMAPA:19607	Tl22 vertebral cartilage condensation
EMAP:13998	TS25 Tl23 vertebral cartilage condensation	EMAPA:19608	Tl23 vertebral cartilage condensation
EMAP:13999	TS25 Tl24 vertebral cartilage condensation	EMAPA:19609	Tl24 vertebral cartilage condensation
EMAP:14000	TS25 Tl25 vertebral cartilage condensation	EMAPA:19610	Tl25 vertebral cartilage condensation
EMAP:14001	TS25 Tl26 vertebral cartilage condensation	EMAPA:19611	Tl26 vertebral cartilage condensation
EMAP:14002	TS25 Tl27 vertebral cartilage condensation	EMAPA:19612	Tl27 vertebral cartilage condensation
EMAP:14003	TS25 tail vertebral pre-cartilage condensation	EMAPA:18045	tail vertebral pre-cartilage condensation
EMAP:14004	TS25 Tl28 vertebral pre-cartilage condensation	EMAPA:19613	Tl28 vertebral pre-cartilage condensation
EMAP:14005	TS25 Tl29 vertebral pre-cartilage condensation	EMAPA:19614	Tl29 vertebral pre-cartilage condensation
EMAP:14006	TS25 Tl30 vertebral pre-cartilage condensation	EMAPA:19615	Tl30 vertebral pre-cartilage condensation
EMAP:14007	TS25 Tl31 vertebral pre-cartilage condensation	EMAPA:19616	Tl31 vertebral pre-cartilage condensation
EMAP:14008	TS25 thoracic intervertebral disc	EMAPA:19489	thoracic intervertebral disc
EMAP:14009	TS25 T1 intervertebral disc	EMAPA:19490	T1 intervertebral disc
EMAP:14010	TS25 T1 nucleus pulposus	EMAPA:19491	T1 nucleus pulposus
EMAP:14011	TS25 T1 annulus fibrosus	EMAPA:19492	T1 annulus fibrosus
EMAP:14012	TS25 T2 intervertebral disc	EMAPA:19493	T2 intervertebral disc
EMAP:14013	TS25 T2 nucleus pulposus	EMAPA:19494	T2 nucleus pulposus
EMAP:14014	TS25 T2 annulus fibrosus	EMAPA:19495	T2 annulus fibrosus
EMAP:14015	TS25 T3 intervertebral disc	EMAPA:19496	T3 intervertebral disc
EMAP:14016	TS25 T3 nucleus pulposus	EMAPA:19497	T3 nucleus pulposus
EMAP:14017	TS25 T3 annulus fibrosus	EMAPA:19498	T3 annulus fibrosus
EMAP:14018	TS25 T4 intervertebral disc	EMAPA:19499	T4 intervertebral disc
EMAP:14019	TS25 T4 nucleus pulposus	EMAPA:19500	T4 nucleus pulposus
EMAP:14020	TS25 T4 annulus fibrosus	EMAPA:19501	T4 annulus fibrosus
EMAP:14021	TS25 T5 intervertebral disc	EMAPA:19502	T5 intervertebral disc
EMAP:14022	TS25 T5 nucleus pulposus	EMAPA:19503	T5 nucleus pulposus
EMAP:14023	TS25 T5 annulus fibrosus	EMAPA:19504	T5 annulus fibrosus
EMAP:14024	TS25 T6 intervertebral disc	EMAPA:19505	T6 intervertebral disc
EMAP:14025	TS25 T6 nucleus pulposus	EMAPA:19506	T6 nucleus pulposus
EMAP:14026	TS25 T6 annulus fibrosus	EMAPA:19507	T6 annulus fibrosus
EMAP:14027	TS25 T7 intervertebral disc	EMAPA:19508	T7 intervertebral disc
EMAP:14028	TS25 T7 nucleus pulposus	EMAPA:19509	T7 nucleus pulposus
EMAP:14029	TS25 T7 annulus fibrosus	EMAPA:19510	T7 annulus fibrosus
EMAP:14030	TS25 T8 intervertebral disc	EMAPA:19511	T8 intervertebral disc
EMAP:14031	TS25 T8 nucleus pulposus	EMAPA:19512	T8 nucleus pulposus
EMAP:14032	TS25 T8 annulus fibrosus	EMAPA:19513	T8 annulus fibrosus
EMAP:14033	TS25 T9 intervertebral disc	EMAPA:19514	T9 intervertebral disc
EMAP:14034	TS25 T9 nucleus pulposus	EMAPA:19515	T9 nucleus pulposus
EMAP:14035	TS25 T9 annulus fibrosus	EMAPA:19516	T9 annulus fibrosus
EMAP:14036	TS25 T10 intervertebral disc	EMAPA:19517	T10 intervertebral disc
EMAP:14037	TS25 T10 nucleus pulposus	EMAPA:19518	T10 nucleus pulposus
EMAP:14038	TS25 T10 annulus fibrosus	EMAPA:19519	T10 annulus fibrosus
EMAP:14039	TS25 T11 intervertebral disc	EMAPA:19520	T11 intervertebral disc
EMAP:14040	TS25 T11 nucleus pulposus	EMAPA:19521	T11 nucleus pulposus
EMAP:14041	TS25 T11 annulus fibrosus	EMAPA:19522	T11 annulus fibrosus
EMAP:14042	TS25 T12 intervertebral disc	EMAPA:19523	T12 intervertebral disc
EMAP:14043	TS25 T12 nucleus pulposus	EMAPA:19524	T12 nucleus pulposus
EMAP:14044	TS25 T12 annulus fibrosus	EMAPA:19525	T12 annulus fibrosus
EMAP:14045	TS25 T13 intervertebral disc	EMAPA:19526	T13 intervertebral disc
EMAP:14046	TS25 T13 nucleus pulposus	EMAPA:19527	T13 nucleus pulposus
EMAP:14047	TS25 T13 annulus fibrosus	EMAPA:19528	T13 annulus fibrosus
EMAP:14048	TS25 T1 rib	EMAPA:19529	T1 rib
EMAP:14049	TS25 T2 rib	EMAPA:19530	T2 rib
EMAP:14050	TS25 T3 rib	EMAPA:19531	T3 rib
EMAP:14051	TS25 T4 rib	EMAPA:19532	T4 rib
EMAP:14052	TS25 T5 rib	EMAPA:19533	T5 rib
EMAP:14053	TS25 T6 rib	EMAPA:19534	T6 rib
EMAP:14054	TS25 T7 rib	EMAPA:19535	T7 rib
EMAP:14055	TS25 T8 rib	EMAPA:19536	T8 rib
EMAP:14056	TS25 T9 rib	EMAPA:19537	T9 rib
EMAP:14057	TS25 T10 rib	EMAPA:19538	T10 rib
EMAP:14058	TS25 T11 rib	EMAPA:19539	T11 rib
EMAP:14059	TS25 T12 rib	EMAPA:19540	T12 rib
EMAP:14060	TS25 T13 rib	EMAPA:19541	T13 rib
EMAP:14061	TS25 T1 vertebra	EMAPA:19542	T1 vertebra
EMAP:14062	TS25 T2 vertebra	EMAPA:19543	T2 vertebra
EMAP:14063	TS25 T3 vertebra	EMAPA:19544	T3 vertebra
EMAP:14064	TS25 T4 vertebra	EMAPA:19545	T4 vertebra
EMAP:14065	TS25 T5 vertebra	EMAPA:19546	T5 vertebra
EMAP:14066	TS25 T6 vertebra	EMAPA:19547	T6 vertebra
EMAP:14067	TS25 T7 vertebra	EMAPA:19548	T7 vertebra
EMAP:14068	TS25 T8 vertebra	EMAPA:19549	T8 vertebra
EMAP:14069	TS25 T9 vertebra	EMAPA:19550	T9 vertebra
EMAP:14070	TS25 T10 vertebra	EMAPA:19551	T10 vertebra
EMAP:14071	TS25 T11 vertebra	EMAPA:19552	T11 vertebra
EMAP:14072	TS25 T12 vertebra	EMAPA:19553	T12 vertebra
EMAP:14073	TS25 T13 vertebra	EMAPA:19554	T13 vertebra
EMAP:14074	TS26 cervical intervertebral disc	EMAPA:19415	cervical intervertebral disc
EMAP:14075	TS26 C1 intervertebral disc	EMAPA:19416	C1 intervertebral disc
EMAP:14076	TS26 C1 nucleus pulposus	EMAPA:19417	C1 nucleus pulposus
EMAP:14077	TS26 C1 annulus fibrosus	EMAPA:19418	C1 annulus fibrosus
EMAP:14078	TS26 C2 intervertebral disc	EMAPA:19419	C2 intervertebral disc
EMAP:14079	TS26 C2 nucleus pulposus	EMAPA:19420	C2 nucleus pulposus
EMAP:14080	TS26 C2 annulus fibrosus	EMAPA:19421	C2 annulus fibrosus
EMAP:14081	TS26 C3 intervertebral disc	EMAPA:19422	C3 intervertebral disc
EMAP:14082	TS26 C3 nucleus pulposus	EMAPA:19423	C3 nucleus pulposus
EMAP:14083	TS26 C3 annulus fibrosus	EMAPA:19424	C3 annulus fibrosus
EMAP:14084	TS26 C4 intervertebral disc	EMAPA:19425	C4 intervertebral disc
EMAP:14085	TS26 C4 nucleus pulposus	EMAPA:19426	C4 nucleus pulposus
EMAP:14086	TS26 C4 annulus fibrosus	EMAPA:19427	C4 annulus fibrosus
EMAP:14087	TS26 C5 intervertebral disc	EMAPA:19428	C5 intervertebral disc
EMAP:14088	TS26 C5 nucleus pulposus	EMAPA:19429	C5 nucleus pulposus
EMAP:14089	TS26 C5 annulus fibrosus	EMAPA:19430	C5 annulus fibrosus
EMAP:14090	TS26 C6 intervertebral disc	EMAPA:19460	C6 intervertebral disc
EMAP:14091	TS26 C6 nucleus pulposus	EMAPA:19461	C6 nucleus pulposus
EMAP:14092	TS26 C6 annulus fibrosus	EMAPA:19462	C6 annulus fibrosus
EMAP:14093	TS26 C7 intervertebral disc	EMAPA:19463	C7 intervertebral disc
EMAP:14094	TS26 C7 nucleus pulposus	EMAPA:19464	C7 nucleus pulposus
EMAP:14095	TS26 C7 annulus fibrosus	EMAPA:19465	C7 annulus fibrosus
EMAP:14098	TS26 C3 vertebra	EMAPA:19433	C3 vertebra
EMAP:14099	TS26 C4 vertebra	EMAPA:19434	C4 vertebra
EMAP:14100	TS26 C5 vertebra	EMAPA:19435	C5 vertebra
EMAP:14101	TS26 C6 vertebra	EMAPA:19466	C6 vertebra
EMAP:14102	TS26 C7 vertebra	EMAPA:19467	C7 vertebra
EMAP:14103	TS26 lumbar intervertebral disc	EMAPA:19468	lumbar intervertebral disc
EMAP:14104	TS26 L1 intervertebral disc	EMAPA:19469	L1 intervertebral disc
EMAP:14105	TS26 L1 nucleus pulposus	EMAPA:19470	L1 nucleus pulposus
EMAP:14106	TS26 L1 annulus fibrosus	EMAPA:19471	L1 annulus fibrosus
EMAP:14107	TS26 L2 intervertebral disc	EMAPA:19555	L2 intervertebral disc
EMAP:14108	TS26 L2 nucleus pulposus	EMAPA:19556	L2 nucleus pulposus
EMAP:14109	TS26 L2 annulus fibrosus	EMAPA:19557	L2 annulus fibrosus
EMAP:14110	TS26 L3 intervertebral disc	EMAPA:19558	L3 intervertebral disc
EMAP:14111	TS26 L3 nucleus pulposus	EMAPA:19559	L3 nucleus pulposus
EMAP:14112	TS26 L3 annulus fibrosus	EMAPA:19560	L3 annulus fibrosus
EMAP:14113	TS26 L4 intervertebral disc	EMAPA:19561	L4 intervertebral disc
EMAP:14114	TS26 L4 nucleus pulposus	EMAPA:19562	L4 nucleus pulposus
EMAP:14115	TS26 L4 annulus fibrosus	EMAPA:19563	L4 annulus fibrosus
EMAP:14116	TS26 L5 intervertebral disc	EMAPA:19564	L5 intervertebral disc
EMAP:14117	TS26 L5 nucleus pulposus	EMAPA:19565	L5 nucleus pulposus
EMAP:14118	TS26 L5 annulus fibrosus	EMAPA:19566	L5 annulus fibrosus
EMAP:14119	TS26 L6 intervertebral disc	EMAPA:19567	L6 intervertebral disc
EMAP:14120	TS26 L6 nucleus pulposus	EMAPA:19568	L6 nucleus pulposus
EMAP:14121	TS26 L6 annulus fibrosus	EMAPA:19569	L6 annulus fibrosus
EMAP:14122	TS26 L1 vertebra	EMAPA:19472	L1 vertebra
EMAP:14123	TS26 L2 vertebra	EMAPA:19570	L2 vertebra
EMAP:14124	TS26 L3 vertebra	EMAPA:19571	L3 vertebra
EMAP:14125	TS26 L4 vertebra	EMAPA:19572	L4 vertebra
EMAP:14126	TS26 L5 vertebra	EMAPA:19573	L5 vertebra
EMAP:14127	TS26 L6 vertebra	EMAPA:19574	L6 vertebra
EMAP:14128	TS26 sacral intervertebral disc	EMAPA:19575	sacral intervertebral disc
EMAP:14129	TS26 S1 intervertebral disc	EMAPA:19576	S1 intervertebral disc
EMAP:14130	TS26 S1 nucleus pulposus	EMAPA:19577	S1 nucleus pulposus
EMAP:14131	TS26 S1 annulus fibrosus	EMAPA:19578	S1 annulus fibrosus
EMAP:14132	TS26 S2 intervertebral disc	EMAPA:19579	S2 intervertebral disc
EMAP:14133	TS26 S2 nucleus pulposus	EMAPA:19580	S2 nucleus pulposus
EMAP:14134	TS26 S2 annulus fibrosus	EMAPA:19581	S2 annulus fibrosus
EMAP:14135	TS26 S3 intervertebral disc	EMAPA:19582	S3 intervertebral disc
EMAP:14136	TS26 S3 nucleus pulposus	EMAPA:19583	S3 nucleus pulposus
EMAP:14137	TS26 S3 annulus fibrosus	EMAPA:19584	S3 annulus fibrosus
EMAP:14138	TS26 S4 intervertebral disc	EMAPA:19585	S4 intervertebral disc
EMAP:14139	TS26 S4 nucleus pulposus	EMAPA:19586	S4 nucleus pulposus
EMAP:14140	TS26 S4 annulus fibrosus	EMAPA:19587	S4 annulus fibrosus
EMAP:14141	TS26 S1 vertebra	EMAPA:19588	S1 vertebra
EMAP:14142	TS26 S2 vertebra	EMAPA:19589	S2 vertebra
EMAP:14143	TS26 S3 vertebra	EMAPA:19590	S3 vertebra
EMAP:14144	TS26 S4 vertebra	EMAPA:19591	S4 vertebra
EMAP:14145	TS26 tail intervertebral disc	EMAPA:19592	tail intervertebral disc
EMAP:14146	TS26 Tl1 intervertebral disc	EMAPA:19593	Tl1 intervertebral disc
EMAP:14147	TS26 Tl1 nucleus pulposus	EMAPA:19594	Tl1 nucleus pulposus
EMAP:14148	TS26 Tl1 annulus fibrosus	EMAPA:19595	Tl1 annulus fibrosus
EMAP:14149	TS26 Tl2 intervertebral disc	EMAPA:19596	Tl2 intervertebral disc
EMAP:14150	TS26 Tl2 nucleus pulposus	EMAPA:19597	Tl2 nucleus pulposus
EMAP:14151	TS26 Tl2 annulus fibrosus	EMAPA:19598	Tl2 annulus fibrosus
EMAP:14152	TS26 Tl3 intervertebral disc	EMAPA:19599	Tl3 intervertebral disc
EMAP:14153	TS26 Tl3 nucleus pulposus	EMAPA:19600	Tl3 nucleus pulposus
EMAP:14154	TS26 Tl3 annulus fibrosus	EMAPA:19601	Tl3 annulus fibrosus
EMAP:14155	TS26 Tl4 intervertebral disc	EMAPA:19617	Tl4 intervertebral disc
EMAP:14156	TS26 Tl4 nucleus pulposus	EMAPA:19618	Tl4 nucleus pulposus
EMAP:14157	TS26 Tl4 annulus fibrosus	EMAPA:19619	Tl4 annulus fibrosus
EMAP:14158	TS26 Tl5 intervertebral disc	EMAPA:19620	Tl5 intervertebral disc
EMAP:14159	TS26 Tl5 nucleus pulposus	EMAPA:19621	Tl5 nucleus pulposus
EMAP:14160	TS26 Tl5 annulus fibrosus	EMAPA:19622	Tl5 annulus fibrosus
EMAP:14161	TS26 Tl6 intervertebral disc	EMAPA:19623	Tl6 intervertebral disc
EMAP:14162	TS26 Tl6 nucleus pulposus	EMAPA:19624	Tl6 nucleus pulposus
EMAP:14163	TS26 Tl6 annulus fibrosus	EMAPA:19625	Tl6 annulus fibrosus
EMAP:14164	TS26 Tl7 intervertebral disc	EMAPA:19626	Tl7 intervertebral disc
EMAP:14165	TS26 Tl7 nucleus pulposus	EMAPA:19627	Tl7 nucleus pulposus
EMAP:14166	TS26 Tl7 annulus fibrosus	EMAPA:19628	Tl7 annulus fibrosus
EMAP:14167	TS26 Tl8 intervertebral disc	EMAPA:19629	Tl8 intervertebral disc
EMAP:14168	TS26 Tl8 nucleus pulposus	EMAPA:19630	Tl8 nucleus pulposus
EMAP:14169	TS26 Tl8 annulus fibrosus	EMAPA:19631	Tl8 annulus fibrosus
EMAP:14170	TS26 Tl9 intervertebral disc	EMAPA:19632	Tl9 intervertebral disc
EMAP:14171	TS26 Tl9 nucleus pulposus	EMAPA:19633	Tl9 nucleus pulposus
EMAP:14172	TS26 Tl9 annulus fibrosus	EMAPA:19634	Tl9 annulus fibrosus
EMAP:14173	TS26 Tl10 intervertebral disc	EMAPA:19635	Tl10 intervertebral disc
EMAP:14174	TS26 Tl10 nucleus pulposus	EMAPA:19636	Tl10 nucleus pulposus
EMAP:14175	TS26 Tl10 annulus fibrosus	EMAPA:19637	Tl10 annulus fibrosus
EMAP:14176	TS26 Tl11 intervertebral disc	EMAPA:19638	Tl11 intervertebral disc
EMAP:14177	TS26 Tl11 nucleus pulposus	EMAPA:19639	Tl11 nucleus pulposus
EMAP:14178	TS26 Tl11 annulus fibrosus	EMAPA:19640	Tl11 annulus fibrosus
EMAP:14179	TS26 Tl12 intervertebral disc	EMAPA:19649	Tl12 intervertebral disc
EMAP:14180	TS26 Tl12 nucleus pulposus	EMAPA:19650	Tl12 nucleus pulposus
EMAP:14181	TS26 Tl12 annulus fibrosus	EMAPA:19651	Tl12 annulus fibrosus
EMAP:14182	TS26 Tl13 intervertebral disc	EMAPA:19652	Tl13 intervertebral disc
EMAP:14183	TS26 Tl13 nucleus pulposus	EMAPA:19653	Tl13 nucleus pulposus
EMAP:14184	TS26 Tl13 annulus fibrosus	EMAPA:19654	Tl13 annulus fibrosus
EMAP:14185	TS26 Tl14 intervertebral disc	EMAPA:19655	Tl14 intervertebral disc
EMAP:14186	TS26 Tl14 nucleus pulposus	EMAPA:19656	Tl14 nucleus pulposus
EMAP:14187	TS26 Tl14 annulus fibrosus	EMAPA:19657	Tl14 annulus fibrosus
EMAP:14188	TS26 Tl15 intervertebral disc	EMAPA:19658	Tl15 intervertebral disc
EMAP:14189	TS26 Tl15 nucleus pulposus	EMAPA:19659	Tl15 nucleus pulposus
EMAP:14190	TS26 Tl15 annulus fibrosus	EMAPA:19660	Tl15 annulus fibrosus
EMAP:14191	TS26 Tl16 intervertebral disc	EMAPA:19661	Tl16 intervertebral disc
EMAP:14192	TS26 Tl16 nucleus pulposus	EMAPA:19662	Tl16 nucleus pulposus
EMAP:14193	TS26 Tl16 annulus fibrosus	EMAPA:19663	Tl16 annulus fibrosus
EMAP:14194	TS26 Tl17 intervertebral disc	EMAPA:19664	Tl17 intervertebral disc
EMAP:14195	TS26 Tl17 nucleus pulposus	EMAPA:19665	Tl17 nucleus pulposus
EMAP:14196	TS26 Tl17 annulus fibrosus	EMAPA:19666	Tl17 annulus fibrosus
EMAP:14197	TS26 Tl18 intervertebral disc	EMAPA:19667	Tl18 intervertebral disc
EMAP:14198	TS26 Tl18 nucleus pulposus	EMAPA:19668	Tl18 nucleus pulposus
EMAP:14199	TS26 Tl18 annulus fibrosus	EMAPA:19669	Tl18 annulus fibrosus
EMAP:14200	TS26 Tl19 intervertebral disc	EMAPA:19670	Tl19 intervertebral disc
EMAP:14201	TS26 Tl19 nucleus pulposus	EMAPA:19671	Tl19 nucleus pulposus
EMAP:14202	TS26 Tl19 annulus fibrosus	EMAPA:19672	Tl19 annulus fibrosus
EMAP:14203	TS26 Tl1 vertebra	EMAPA:19602	Tl1 vertebra
EMAP:14204	TS26 Tl2 vertebra	EMAPA:19603	Tl2 vertebra
EMAP:14205	TS26 Tl3 vertebra	EMAPA:19604	Tl3 vertebra
EMAP:14206	TS26 Tl4 vertebra	EMAPA:19641	Tl4 vertebra
EMAP:14207	TS26 Tl5 vertebra	EMAPA:19642	Tl5 vertebra
EMAP:14208	TS26 Tl6 vertebra	EMAPA:19643	Tl6 vertebra
EMAP:14209	TS26 Tl7 vertebra	EMAPA:19644	Tl7 vertebra
EMAP:14210	TS26 Tl8 vertebra	EMAPA:19645	Tl8 vertebra
EMAP:14211	TS26 Tl9 vertebra	EMAPA:19646	Tl9 vertebra
EMAP:14212	TS26 Tl10 vertebra	EMAPA:19647	Tl10 vertebra
EMAP:14213	TS26 Tl11 vertebra	EMAPA:19648	Tl11 vertebra
EMAP:14214	TS26 Tl12 vertebra	EMAPA:19673	Tl12 vertebra
EMAP:14215	TS26 Tl13 vertebra	EMAPA:19674	Tl13 vertebra
EMAP:14216	TS26 Tl14 vertebra	EMAPA:19675	Tl14 vertebra
EMAP:14217	TS26 Tl15 vertebra	EMAPA:19676	Tl15 vertebra
EMAP:14218	TS26 Tl16 vertebra	EMAPA:19677	Tl16 vertebra
EMAP:14219	TS26 Tl17 vertebra	EMAPA:19678	Tl17 vertebra
EMAP:14220	TS26 Tl18 vertebra	EMAPA:19679	Tl18 vertebra
EMAP:14221	TS26 Tl19 vertebra	EMAPA:19680	Tl19 vertebra
EMAP:14222	TS26 tail vertebral cartilage condensation	EMAPA:18044	tail vertebral cartilage condensation
EMAP:14223	TS26 Tl20 vertebral cartilage condensation	EMAPA:19605	Tl20 vertebral cartilage condensation
EMAP:14224	TS26 Tl21 vertebral cartilage condensation	EMAPA:19606	Tl21 vertebral cartilage condensation
EMAP:14225	TS26 Tl22 vertebral cartilage condensation	EMAPA:19607	Tl22 vertebral cartilage condensation
EMAP:14226	TS26 Tl23 vertebral cartilage condensation	EMAPA:19608	Tl23 vertebral cartilage condensation
EMAP:14227	TS26 Tl24 vertebral cartilage condensation	EMAPA:19609	Tl24 vertebral cartilage condensation
EMAP:14228	TS26 Tl25 vertebral cartilage condensation	EMAPA:19610	Tl25 vertebral cartilage condensation
EMAP:14229	TS26 Tl26 vertebral cartilage condensation	EMAPA:19611	Tl26 vertebral cartilage condensation
EMAP:14230	TS26 Tl27 vertebral cartilage condensation	EMAPA:19612	Tl27 vertebral cartilage condensation
EMAP:14231	TS26 tail vertebral pre-cartilage condensation	EMAPA:18045	tail vertebral pre-cartilage condensation
EMAP:14232	TS26 Tl28 vertebral pre-cartilage condensation	EMAPA:19613	Tl28 vertebral pre-cartilage condensation
EMAP:14233	TS26 Tl29 vertebral pre-cartilage condensation	EMAPA:19614	Tl29 vertebral pre-cartilage condensation
