phenotype,property,value
http://purl.obolibrary.org/obo/HP_0006257,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of carpal bone ossification
http://purl.obolibrary.org/obo/HP_0001216,http://www.w3.org/2000/01/rdf-schema#label,Delayed ossification of carpal bones
http://purl.obolibrary.org/obo/HP_0004257,http://www.w3.org/2000/01/rdf-schema#label,Delayed ossification of the trapezoid bone
http://purl.obolibrary.org/obo/HP_0006069,http://www.w3.org/2000/01/rdf-schema#label,Severe carpal ossification delay
http://purl.obolibrary.org/obo/HP_0004246,http://www.w3.org/2000/01/rdf-schema#label,Delayed ossification of the scaphoid
http://purl.obolibrary.org/obo/HP_0045004,http://www.w3.org/2000/01/rdf-schema#label,Abnormal ossification of the trapezoid bone
http://purl.obolibrary.org/obo/HP_0004233,http://www.w3.org/2000/01/rdf-schema#label,Advanced ossification of carpal bones
http://purl.obolibrary.org/obo/HP_0006067,http://www.w3.org/2000/01/rdf-schema#label,Multiple carpal ossification centers
http://purl.obolibrary.org/obo/HP_0009164,http://www.w3.org/2000/01/rdf-schema#label,Abnormal calcification of the carpal bones
http://purl.obolibrary.org/obo/HP_0004240,http://www.w3.org/2000/01/rdf-schema#label,Sclerotic foci within carpal bones
http://purl.obolibrary.org/obo/HP_0004234,http://www.w3.org/2000/01/rdf-schema#label,Bone-in-a-bone appearance of carpal bones
http://purl.obolibrary.org/obo/HP_0004241,http://www.w3.org/2000/01/rdf-schema#label,Stippled calcification in carpal bones
http://purl.obolibrary.org/obo/HP_0006176,http://www.w3.org/2000/01/rdf-schema#label,Two carpal ossification centers present at birth
http://purl.obolibrary.org/obo/HP_0004256,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the trapezoid bone
http://purl.obolibrary.org/obo/HP_0006106,http://www.w3.org/2000/01/rdf-schema#label,Absent trapezoid bone
http://purl.obolibrary.org/obo/HP_0004259,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the hamate bone
http://purl.obolibrary.org/obo/HP_0004260,http://www.w3.org/2000/01/rdf-schema#label,Large hamate bone
http://purl.obolibrary.org/obo/HP_0004261,http://www.w3.org/2000/01/rdf-schema#label,Wide hamate bone
http://purl.obolibrary.org/obo/HP_0001241,http://www.w3.org/2000/01/rdf-schema#label,Capitate-hamate fusion
http://purl.obolibrary.org/obo/HP_0006014,http://www.w3.org/2000/01/rdf-schema#label,Abnormally shaped carpal bones
http://purl.obolibrary.org/obo/HP_0004235,http://www.w3.org/2000/01/rdf-schema#label,Comma-shaped carpal bones
http://purl.obolibrary.org/obo/HP_0004245,http://www.w3.org/2000/01/rdf-schema#label,Comma-shaped scaphoid
http://purl.obolibrary.org/obo/HP_0004237,http://www.w3.org/2000/01/rdf-schema#label,Large carpal bones
http://purl.obolibrary.org/obo/HP_0004242,http://www.w3.org/2000/01/rdf-schema#label,Broad carpal bones
http://purl.obolibrary.org/obo/HP_0004263,http://www.w3.org/2000/01/rdf-schema#label,Large capitate bone
http://purl.obolibrary.org/obo/HP_0004236,http://www.w3.org/2000/01/rdf-schema#label,Irregular carpal bones
http://purl.obolibrary.org/obo/HP_0006153,http://www.w3.org/2000/01/rdf-schema#label,Disharmonious carpal bone
http://purl.obolibrary.org/obo/HP_0004243,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the scaphoid
http://purl.obolibrary.org/obo/HP_0045003,http://www.w3.org/2000/01/rdf-schema#label,Abnormal ossification of the scaphoid
http://purl.obolibrary.org/obo/HP_0006202,http://www.w3.org/2000/01/rdf-schema#label,Osteolysis of scaphoids
http://purl.obolibrary.org/obo/HP_0004244,http://www.w3.org/2000/01/rdf-schema#label,Accessory scaphoid
http://purl.obolibrary.org/obo/HP_0009702,http://www.w3.org/2000/01/rdf-schema#label,Carpal synostosis
http://purl.obolibrary.org/obo/HP_0005694,http://www.w3.org/2000/01/rdf-schema#label,Partial fusion of proximal row of carpal bones
http://purl.obolibrary.org/obo/HP_0005048,http://www.w3.org/2000/01/rdf-schema#label,Synostosis of carpal bones
http://purl.obolibrary.org/obo/HP_0100328,http://www.w3.org/2000/01/rdf-schema#label,Carpometacarpal synostosis
http://purl.obolibrary.org/obo/HP_0004293,http://www.w3.org/2000/01/rdf-schema#label,Synostosis of second metacarpal-trapezoid
http://purl.obolibrary.org/obo/HP_0006207,http://www.w3.org/2000/01/rdf-schema#label,Partial fusion of carpals
http://purl.obolibrary.org/obo/HP_0004262,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the capitate bone
http://purl.obolibrary.org/obo/HP_0004264,http://www.w3.org/2000/01/rdf-schema#label,Narrow carpal joint spaces
http://purl.obolibrary.org/obo/HP_0006180,http://www.w3.org/2000/01/rdf-schema#label,Crowded carpal bones
http://purl.obolibrary.org/obo/HP_0004232,http://www.w3.org/2000/01/rdf-schema#label,Accessory carpal bones
http://purl.obolibrary.org/obo/HP_0001495,http://www.w3.org/2000/01/rdf-schema#label,Carpal osteolysis
http://purl.obolibrary.org/obo/HP_0004238,http://www.w3.org/2000/01/rdf-schema#label,Lytic defects of carpal bones
http://purl.obolibrary.org/obo/HP_0005776,http://www.w3.org/2000/01/rdf-schema#label,Carpal bone malsegmentation
http://purl.obolibrary.org/obo/HP_0006248,http://www.w3.org/2000/01/rdf-schema#label,Limited wrist movement
http://purl.obolibrary.org/obo/HP_0006251,http://www.w3.org/2000/01/rdf-schema#label,Limited wrist extension
http://purl.obolibrary.org/obo/HP_0003067,http://www.w3.org/2000/01/rdf-schema#label,Madelung deformity
http://purl.obolibrary.org/obo/HP_0001239,http://www.w3.org/2000/01/rdf-schema#label,Wrist flexion contracture
http://purl.obolibrary.org/obo/HP_0012453,http://www.w3.org/2000/01/rdf-schema#label,Bilateral wrist flexion contracture
http://purl.obolibrary.org/obo/HP_0012454,http://www.w3.org/2000/01/rdf-schema#label,Unilateral wrist flexion contracture
http://purl.obolibrary.org/obo/HP_0020076,http://www.w3.org/2000/01/rdf-schema#label,Wrist ganglion
http://purl.obolibrary.org/obo/HP_0001225,http://www.w3.org/2000/01/rdf-schema#label,Wrist swelling
http://purl.obolibrary.org/obo/HP_0003049,http://www.w3.org/2000/01/rdf-schema#label,Ulnar deviation of the wrist
http://purl.obolibrary.org/obo/HP_0009473,http://www.w3.org/2000/01/rdf-schema#label,Joint contracture of the hand
http://purl.obolibrary.org/obo/HP_0030233,http://www.w3.org/2000/01/rdf-schema#label,Bethlem sign
http://purl.obolibrary.org/obo/HP_0012785,http://www.w3.org/2000/01/rdf-schema#label,Flexion contracture of finger
http://purl.obolibrary.org/obo/HP_0009537,http://www.w3.org/2000/01/rdf-schema#label,Flexion contracture of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009540,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the proximal interphalangeal joint of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009538,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the distal interphalangeal joint of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009539,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the metacarpophalangeal joint of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009274,http://www.w3.org/2000/01/rdf-schema#label,Joint contracture of the 4th finger
http://purl.obolibrary.org/obo/HP_0009275,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the distal interphalangeal joint of the 4th finger
http://purl.obolibrary.org/obo/HP_0009276,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the proximal interphalangeal joint of the 4th finger
http://purl.obolibrary.org/obo/HP_0009277,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the metacarpophalangeal joint of the 4th finger
http://purl.obolibrary.org/obo/HP_0009319,http://www.w3.org/2000/01/rdf-schema#label,Joint contracture of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009469,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the distal interphalangeal joint of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009470,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the metacarpophalangeal joint of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009471,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the proximal interphalangeal joint of the 3rd finger
http://purl.obolibrary.org/obo/HP_0001220,http://www.w3.org/2000/01/rdf-schema#label,Interphalangeal joint contracture of finger
http://purl.obolibrary.org/obo/HP_0100490,http://www.w3.org/2000/01/rdf-schema#label,Camptodactyly of finger
http://purl.obolibrary.org/obo/HP_0005879,http://www.w3.org/2000/01/rdf-schema#label,Congenital finger flexion contractures
http://purl.obolibrary.org/obo/HP_0001215,http://www.w3.org/2000/01/rdf-schema#label,Camptodactyly of 2nd-5th fingers
http://purl.obolibrary.org/obo/HP_0030675,http://www.w3.org/2000/01/rdf-schema#label,Contracture of proximal interphalangeal joints of 2nd-5th fingers
http://purl.obolibrary.org/obo/HP_0009185,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the proximal interphalangeal joint of the 5th finger
http://purl.obolibrary.org/obo/HP_0005617,http://www.w3.org/2000/01/rdf-schema#label,Bilateral camptodactyly
http://purl.obolibrary.org/obo/HP_0009626,http://www.w3.org/2000/01/rdf-schema#label,Contractures of the interphalangeal joint of the thumb
http://purl.obolibrary.org/obo/HP_0009697,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the distal interphalangeal joint of the fingers
http://purl.obolibrary.org/obo/HP_0009184,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the distal interphalangeal joint of the 5th finger
http://purl.obolibrary.org/obo/HP_0009600,http://www.w3.org/2000/01/rdf-schema#label,Flexion contracture of thumb
http://purl.obolibrary.org/obo/HP_0009624,http://www.w3.org/2000/01/rdf-schema#label,Contractures of the carpometacarpal joint of the thumb
http://purl.obolibrary.org/obo/HP_0009625,http://www.w3.org/2000/01/rdf-schema#label,Contractures of the metacarpophalangeal joint of the thumb
http://purl.obolibrary.org/obo/HP_0009183,http://www.w3.org/2000/01/rdf-schema#label,Joint contracture of the 5th finger
http://purl.obolibrary.org/obo/HP_0009186,http://www.w3.org/2000/01/rdf-schema#label,Contracture of the metacarpophalangeal joint of the 5th finger
http://purl.obolibrary.org/obo/HP_0005679,http://www.w3.org/2000/01/rdf-schema#label,Dupuytren contracture
http://purl.obolibrary.org/obo/HP_0100238,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving bones of the upper limbs
http://purl.obolibrary.org/obo/HP_0006595,http://www.w3.org/2000/01/rdf-schema#label,Scapulohumeral synostosis
http://purl.obolibrary.org/obo/HP_0002974,http://www.w3.org/2000/01/rdf-schema#label,Radioulnar synostosis
http://purl.obolibrary.org/obo/HP_0005037,http://www.w3.org/2000/01/rdf-schema#label,Proximal radio-ulnar synostosis
http://purl.obolibrary.org/obo/HP_0004278,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving bones of the hand
http://purl.obolibrary.org/obo/HP_0009700,http://www.w3.org/2000/01/rdf-schema#label,Finger symphalangism
http://purl.obolibrary.org/obo/HP_0005880,http://www.w3.org/2000/01/rdf-schema#label,Metacarpophalangeal synostosis
http://purl.obolibrary.org/obo/HP_0009234,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal
http://purl.obolibrary.org/obo/HP_0009598,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the proximal phalanx of the 2nd finger with the 2nd metacarpal
http://purl.obolibrary.org/obo/HP_0009478,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal
http://purl.obolibrary.org/obo/HP_0009640,http://www.w3.org/2000/01/rdf-schema#label,Synostosis of the proximal phalanx of the thumb with the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0009483,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the proximal phalanx of the 3rd finger with the 3rd metacarpal
http://purl.obolibrary.org/obo/HP_0004218,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the 5th finger
http://purl.obolibrary.org/obo/HP_0009232,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism affecting the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009177,http://www.w3.org/2000/01/rdf-schema#label,Proximal/middle symphalangism of 5th finger
http://purl.obolibrary.org/obo/HP_0009178,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of middle phalanx of 5th finger
http://purl.obolibrary.org/obo/HP_0009244,http://www.w3.org/2000/01/rdf-schema#label,Distal/middle symphalangism of 5th finger
http://purl.obolibrary.org/obo/HP_0001204,http://www.w3.org/2000/01/rdf-schema#label,Distal symphalangism of hands
http://purl.obolibrary.org/obo/HP_0009305,http://www.w3.org/2000/01/rdf-schema#label,Distal/middle symphalangism of 4th finger
http://purl.obolibrary.org/obo/HP_0009563,http://www.w3.org/2000/01/rdf-schema#label,Distal/middle symphalangism of 2nd finger
http://purl.obolibrary.org/obo/HP_0009426,http://www.w3.org/2000/01/rdf-schema#label,Distal/middle symphalangism of 3rd finger
http://purl.obolibrary.org/obo/HP_0009656,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the thumb
http://purl.obolibrary.org/obo/HP_0009445,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009455,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism affecting the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009482,http://www.w3.org/2000/01/rdf-schema#label,Proximal/middle symphalangism of 3rd finger
http://purl.obolibrary.org/obo/HP_0009435,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of middle phalanx of 3rd finger
http://purl.obolibrary.org/obo/HP_0004197,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the 4th finger
http://purl.obolibrary.org/obo/HP_0009308,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of middle phalanx of 4th finger
http://purl.obolibrary.org/obo/HP_0009477,http://www.w3.org/2000/01/rdf-schema#label,Proximal/middle symphalangism of 4th finger
http://purl.obolibrary.org/obo/HP_0009314,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism affecting the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0006152,http://www.w3.org/2000/01/rdf-schema#label,Proximal symphalangism of hands
http://purl.obolibrary.org/obo/HP_0009579,http://www.w3.org/2000/01/rdf-schema#label,Proximal/middle symphalangism of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009545,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009574,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism of middle phalanx of 2nd finger
http://purl.obolibrary.org/obo/HP_0009586,http://www.w3.org/2000/01/rdf-schema#label,Symphalangism affecting the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009701,http://www.w3.org/2000/01/rdf-schema#label,Metacarpal synostosis
http://purl.obolibrary.org/obo/HP_0009706,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving the 3rd metacarpal
http://purl.obolibrary.org/obo/HP_0009703,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0009708,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving the 5th metacarpal
http://purl.obolibrary.org/obo/HP_0009707,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving the 4th metacarpal
http://purl.obolibrary.org/obo/HP_0005867,http://www.w3.org/2000/01/rdf-schema#label,Fused fourth and fifth metacarpals
http://purl.obolibrary.org/obo/HP_0009705,http://www.w3.org/2000/01/rdf-schema#label,Synostosis involving the 2nd metacarpal
http://purl.obolibrary.org/obo/HP_0003839,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of upper limb epiphysis morphology
http://purl.obolibrary.org/obo/HP_0003999,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of radial epiphyses
http://purl.obolibrary.org/obo/HP_0003998,http://www.w3.org/2000/01/rdf-schema#label,Constricted radial neck
http://purl.obolibrary.org/obo/HP_0010597,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the distal radial epiphysis
http://purl.obolibrary.org/obo/HP_0005013,http://www.w3.org/2000/01/rdf-schema#label,Dysplastic distal radial epiphyses
http://purl.obolibrary.org/obo/HP_0006449,http://www.w3.org/2000/01/rdf-schema#label,Distal radial epiphyseal osteolysis
http://purl.obolibrary.org/obo/HP_0006386,http://www.w3.org/2000/01/rdf-schema#label,Hypoplastic distal radial epiphyses
http://purl.obolibrary.org/obo/HP_0005004,http://www.w3.org/2000/01/rdf-schema#label,Flattened proximal radial epiphyses
http://purl.obolibrary.org/obo/HP_0004012,http://www.w3.org/2000/01/rdf-schema#label,Premature fusion of the radial epiphyseal plates
http://purl.obolibrary.org/obo/HP_0004013,http://www.w3.org/2000/01/rdf-schema#label,Medially fused radial epiphyseal plates
http://purl.obolibrary.org/obo/HP_0004000,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped distal radial epiphysis
http://purl.obolibrary.org/obo/HP_0004001,http://www.w3.org/2000/01/rdf-schema#label,Medially deficient radial epiphyses
http://purl.obolibrary.org/obo/HP_0004002,http://www.w3.org/2000/01/rdf-schema#label,Flattened radial epiphyses
http://purl.obolibrary.org/obo/HP_0004003,http://www.w3.org/2000/01/rdf-schema#label,Medially flattened radial epiphyses
http://purl.obolibrary.org/obo/HP_0004004,http://www.w3.org/2000/01/rdf-schema#label,Irregular radial epiphyses
http://purl.obolibrary.org/obo/HP_0004005,http://www.w3.org/2000/01/rdf-schema#label,Large radial epiphyses
http://purl.obolibrary.org/obo/HP_0004006,http://www.w3.org/2000/01/rdf-schema#label,Round radial epiphyses
http://purl.obolibrary.org/obo/HP_0004007,http://www.w3.org/2000/01/rdf-schema#label,Sclerotic radial epiphyses
http://purl.obolibrary.org/obo/HP_0004008,http://www.w3.org/2000/01/rdf-schema#label,Sloping radial epiphyses
http://purl.obolibrary.org/obo/HP_0004009,http://www.w3.org/2000/01/rdf-schema#label,Medially sloping radial epiphyses
http://purl.obolibrary.org/obo/HP_0004010,http://www.w3.org/2000/01/rdf-schema#label,Small radial epiphyses
http://purl.obolibrary.org/obo/HP_0004014,http://www.w3.org/2000/01/rdf-schema#label,Broad radial epiphyseal plate
http://purl.obolibrary.org/obo/HP_0003891,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the humeral epiphysis
http://purl.obolibrary.org/obo/HP_0003892,http://www.w3.org/2000/01/rdf-schema#label,Absent humeral epiphyseal ossification
http://purl.obolibrary.org/obo/HP_0003893,http://www.w3.org/2000/01/rdf-schema#label,Advanced ossification of the humeral epiphysis
http://purl.obolibrary.org/obo/HP_0003894,http://www.w3.org/2000/01/rdf-schema#label,Delayed humeral epiphyseal ossification
http://purl.obolibrary.org/obo/HP_0003895,http://www.w3.org/2000/01/rdf-schema#label,Flattened humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003896,http://www.w3.org/2000/01/rdf-schema#label,Irregular humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003897,http://www.w3.org/2000/01/rdf-schema#label,Irregular ossification of the humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003902,http://www.w3.org/2000/01/rdf-schema#label,Epiphyseal stippling of the humerus
http://purl.obolibrary.org/obo/HP_0004997,http://www.w3.org/2000/01/rdf-schema#label,Multicentric ossification of proximal humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003898,http://www.w3.org/2000/01/rdf-schema#label,Large humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003899,http://www.w3.org/2000/01/rdf-schema#label,Round humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003903,http://www.w3.org/2000/01/rdf-schema#label,Broad humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003900,http://www.w3.org/2000/01/rdf-schema#label,Small humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003901,http://www.w3.org/2000/01/rdf-schema#label,Stippled calcification of the humeral epiphyses
http://purl.obolibrary.org/obo/HP_0008838,http://www.w3.org/2000/01/rdf-schema#label,Stippled calcification proximal humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003905,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the humeral epiphyseal plate
http://purl.obolibrary.org/obo/HP_0003906,http://www.w3.org/2000/01/rdf-schema#label,Broad humeral epiphyseal plate
http://purl.obolibrary.org/obo/HP_0010598,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the proximal humeral epiphysis
http://purl.obolibrary.org/obo/HP_0003843,http://www.w3.org/2000/01/rdf-schema#label,Round epiphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0003840,http://www.w3.org/2000/01/rdf-schema#label,Delayed upper limb epiphyseal ossification
http://purl.obolibrary.org/obo/HP_0003842,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0010233,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0010273,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009351,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009266,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009199,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009529,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0010020,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0009415,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009326,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the middle phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009340,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009398,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009255,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009219,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009387,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009167,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009208,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010251,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009507,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the distal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009680,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009691,http://www.w3.org/2000/01/rdf-schema#label,Irregular thumb epiphysis
http://purl.obolibrary.org/obo/HP_0009669,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the proximal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0010262,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the middle phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009518,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphysis of the middle phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009493,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009190,http://www.w3.org/2000/01/rdf-schema#label,Irregular epiphyses of the metacarpals
http://purl.obolibrary.org/obo/HP_0003841,http://www.w3.org/2000/01/rdf-schema#label,Fragmented epiphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0009189,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the metacarpal epiphyses
http://purl.obolibrary.org/obo/HP_0010019,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0010232,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009397,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009218,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009254,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009265,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0010250,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009679,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009166,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009506,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the distal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009339,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009690,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of thumb epiphysis
http://purl.obolibrary.org/obo/HP_0009668,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the proximal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0010272,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009350,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009202,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009528,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009386,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009207,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010261,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the middle phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009517,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the middle phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009325,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger
